Datum,Wochentag,isFerienZH,Ferien Desc ZH,isFerienSG,Ferien Desc SG,isFerienGR,Ferien Desc GR,Feiertag Desc,isFeiertag ZH,isFeiertag SG,isFeiertag GR,t_2m_c_avg,snow_depth_cm_avg,visibility_m_avg,wind_speed_10m_ms_max,prob_precip_1h_p_avg,prob_tstorm_1h_p_avg,hail_idx_avg,wind_gusts_10m_ms_max,wind_speed_mean_10m_24h_ms_avg,t_max_2m_24h_c_max,t_min_2m_24h_c_min,precip_24h_mm_max,fresh_snow_24h_cm_max,is_sleet_1h_idx_max,is_fog_1h_idx_max,precip_1h_mm_sum,fresh_snow_1h_cm_sum,wind_speed_mean_10m_1h_ms_avg,weather_symbol_1h_idx_spe,number_of_events,Schalter,Tel,Mail,Total Anfragen
06.10.2017,Freitag,0,0,1,Herbstferien,0,0,0,0,0,0,4.8,1.625,21725.0,4.7,1.825,1.0,0.0,14.2,3.2,16.8,4.5,0.46,0.0,0.0,0.0,0.29,0.0,30.3,1.3,0,32.0,31.0,19.0,82.0
07.10.2017,Samstag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,4.05,0.5,24083.75,1.925,1.0,1.0,0.0,11.6,8.8,6.5,-1.7,0.72,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0,38.0,31.0,17.0,86.0
08.10.2017,Sonntag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,5.525,1.7,24100.0,2.025,1.0,1.0,0.0,6.9,2.7,9.4,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.1,0,9.0,31.0,17.0,57.0
09.10.2017,Montag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,5.775,1.05,24125.0,3.15,1.0,1.0,0.0,6.0,3.7,6.7,1.7,0.4,0.0,0.0,0.0,0.0,0.0,16.5,3.8,0,89.0,31.0,53.0,173.0
10.10.2017,Dienstag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,6.375,1.0,24075.0,1.5,1.0,1.0,0.0,3.4,3.6,9.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0,107.0,31.0,38.0,176.0
11.10.2017,Mittwoch,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,7.825,1.0,24075.0,1.05,1.0,1.0,0.0,2.0,2.1,11.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.4,0,55.0,31.0,53.0,139.0
12.10.2017,Donnerstag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,7.5,1.175,24100.0,1.7,1.0,1.0,0.0,7.2,1.6,15.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.2,0,74.0,31.0,31.0,136.0
13.10.2017,Freitag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,8.2,1.775,24183.75,1.15,1.0,1.0,0.0,2.6,2.6,12.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.6,0,85.0,31.0,26.0,142.0
14.10.2017,Samstag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,9.675,1.225,24167.5,1.475,1.0,1.0,0.0,1.6,1.5,16.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0,82.0,31.0,19.0,132.0
15.10.2017,Sonntag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,11.325,1.775,24167.5,1.175,1.0,1.0,0.0,2.0,1.1,17.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.5,0,17.0,31.0,17.0,65.0
16.10.2017,Montag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,10.525,1.225,24167.5,1.125,1.0,1.0,0.0,3.2,1.5,19.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,6.9,2.8,0,51.0,31.0,45.0,127.0
17.10.2017,Dienstag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,10.175,2.125,18177.75,1.15,1.0,1.0,0.0,6.0,1.5,19.0,5.4,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.5,0,43.0,31.0,29.0,103.0
18.10.2017,Mittwoch,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,9.525,2.775,24150.0,1.6,1.0,1.0,0.0,5.0,2.8,18.5,4.4,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0,39.0,31.0,25.0,95.0
19.10.2017,Donnerstag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,8.725,2.05,24075.0,1.575,1.0,1.0,0.0,3.4,3.3,14.9,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.7,3.4,0,33.0,31.0,27.0,91.0
20.10.2017,Freitag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,10.025,2.0,24150.0,1.625,1.0,1.0,0.0,6.0,2.3,16.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0,0,29.0,31.0,21.0,81.0
21.10.2017,Samstag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,9.8,2.375,24175.0,1.225,1.0,1.0,0.0,4.0,2.5,15.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,2.2,0,39.0,31.0,13.0,83.0
22.10.2017,Sonntag,1,Herbstferien,1,Herbstferien,1,Herbstferien,0,0,0,0,3.775,3.875,21650.0,4.0,1.675,1.0,0.0,8.9,2.5,14.0,3.0,0.0,0.0,0.0,0.0,0.28,0.0,28.8,0.3,0,0.0,31.0,16.0,47.0
23.10.2017,Montag,0,0,0,0,0,0,0,0,0,0,1.3,4.175,24200.0,3.95,1.0,1.0,0.0,14.1,7.3,5.2,-2.0,2.01,0.0,0.0,0.0,0.0,0.0,31.2,0.0,0,6.0,31.0,22.0,59.0
24.10.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,4.35,4.375,24050.0,1.8,1.0,1.0,0.0,7.6,7.8,0.8,-1.4,0.66,0.9,0.0,0.0,0.0,0.0,15.6,0.8,0,10.0,31.0,24.0,65.0
25.10.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,6.8,2.375,24100.0,1.275,1.0,1.0,0.0,2.8,2.9,8.6,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0,17.0,31.0,30.0,78.0
26.10.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,8.875,2.775,24125.0,1.225,1.0,1.0,0.0,4.7,1.1,15.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.4,0,13.0,31.0,31.0,75.0
27.10.2017,Freitag,0,0,0,0,0,0,0,0,0,0,6.25,1.875,24200.0,3.55,1.0,1.0,0.0,19.5,1.6,16.0,2.9,0.0,0.0,0.0,0.0,0.28,0.0,24.8,0.0,0,12.0,31.0,32.0,75.0
28.10.2017,Samstag,0,0,0,0,0,0,0,0,0,0,2.575,1.05,24050.0,3.1,1.0,1.0,0.0,9.4,7.4,11.7,-2.2,1.98,0.0,0.0,0.0,0.0,0.0,21.3,0.9,0,0.0,31.0,18.0,49.0
29.10.2017,Sonntag,0,0,0,0,0,0,Sommerzeitende,1,1,1,4.8,0.825,20950.0,3.175,1.0,1.0,0.0,16.2,4.2,6.6,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0,0.0,31.0,42.0,73.0
30.10.2017,Montag,0,0,0,0,0,0,0,0,0,0,0.8,0.05,24125.0,3.95,1.0,1.0,0.0,11.1,6.4,8.1,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,23.6,1.5,0,13.0,31.0,53.0,97.0
31.10.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,1.2,0.0,24150.0,1.225,1.0,1.0,0.0,3.2,5.2,2.8,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,4.0,0,18.0,31.0,30.0,79.0
01.11.2017,Mittwoch,0,0,0,0,0,0,Allerheiligen,0,1,1,3.375,0.0,24142.5,0.8,1.0,1.0,0.0,1.3,1.5,9.0,-5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0,0.0,36.3,22.0,58.3
02.11.2017,Donnerstag,0,0,0,0,0,0,Allerseelen,1,1,1,4.525,0.0,24100.0,1.475,1.0,1.0,0.0,5.9,1.2,10.9,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0,19.0,36.3,47.0,102.3
03.11.2017,Freitag,0,0,0,0,0,0,0,0,0,0,4.85,0.0,24175.0,1.075,1.0,1.0,0.0,2.6,2.9,9.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.3,0,19.0,36.3,26.0,81.3
04.11.2017,Samstag,0,0,0,0,0,0,0,0,0,0,6.825,0.0,19725.0,1.675,1.0,1.0,0.0,5.6,1.6,11.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.8,0,0.0,36.3,13.0,49.3
05.11.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,3.925,2.425,24200.0,2.625,34.25,1.0,0.0,13.1,4.2,10.2,0.8,0.0,0.0,0.0,0.0,2.97,1.8,31.8,0.0,0,0.0,36.3,21.0,57.3
06.11.2017,Montag,0,0,0,0,0,0,0,0,0,0,-1.2,11.625,19900.0,4.525,21.55,1.0,0.0,15.1,8.5,8.5,-4.9,23.77,26.0,0.0,0.0,1.28,2.6,40.5,0.8,0,9.0,36.3,45.0,90.3
07.11.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,-0.275,10.575,24150.0,2.225,1.0,1.0,0.0,2.7,8.6,-1.1,-3.8,0.67,1.2,0.0,0.0,0.0,0.0,6.0,1.8,0,8.0,36.3,34.0,78.3
08.11.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,1.5,11.7,24100.0,1.175,2.45,1.0,0.0,2.6,1.9,4.4,-4.7,1.88,2.7,0.0,0.0,0.65,0.8,7.7,1.6,0,8.0,36.3,34.0,78.3
09.11.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,1.475,9.925,24150.0,1.125,1.0,1.0,0.0,2.5,2.7,3.6,-1.5,0.17,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0,9.0,36.3,26.0,71.3
10.11.2017,Freitag,0,0,0,0,0,0,0,0,0,0,1.3,5.375,24125.0,1.25,1.0,1.0,0.0,2.4,1.8,3.3,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0,10.0,36.3,16.0,62.3
11.11.2017,Samstag,0,0,0,0,0,0,0,0,0,0,3.025,6.125,24150.0,1.5,1.0,1.0,0.0,5.0,2.0,3.6,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0,0.0,36.3,8.0,44.3
12.11.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,3.525,11.55,24200.0,2.125,14.275,1.0,0.0,7.9,1.2,4.5,-0.3,0.05,0.0,0.0,0.0,4.13,4.4,7.9,0.0,0,0.0,36.3,19.0,55.3
13.11.2017,Montag,0,0,0,0,0,0,0,0,0,0,-2.3,15.525,7750.0,5.225,1.0,1.0,0.0,19.3,4.6,8.1,-6.8,8.74,3.7,0.0,1.0,0.0,0.0,52.3,0.5,0,10.0,36.3,24.0,70.3
14.11.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,-3.975,14.475,23425.0,1.95,1.0,1.0,0.0,17.0,11.9,-3.9,-7.3,0.7,0.3,0.0,0.0,0.0,0.0,18.3,1.2,0,7.0,36.3,25.0,68.3
15.11.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,-3.5,12.575,24158.75,2.55,1.0,1.0,0.0,14.7,3.3,-0.4,-7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.4,0,10.0,36.3,49.0,95.3
16.11.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,0.15,13.5,24075.0,2.075,1.0,1.0,0.0,12.4,1.1,5.3,-7.2,0.0,0.0,0.0,0.0,0.0,0.0,6.7,1.0,0,11.0,36.3,22.0,69.3
17.11.2017,Freitag,0,0,0,0,0,0,0,0,0,0,0.0,12.125,24025.0,2.4,1.0,1.0,0.0,10.0,1.7,7.3,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0,5.0,36.3,38.0,79.3
18.11.2017,Samstag,0,0,0,0,0,0,0,0,0,0,-1.675,12.175,24125.0,1.4,1.0,1.0,0.0,7.7,1.8,3.7,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.8,0,0.0,36.3,12.0,48.3
19.11.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,-2.95,14.625,24125.0,3.225,6.175,1.0,0.0,5.3,1.4,3.1,-5.4,0.0,0.0,0.0,0.0,0.68,0.7,14.7,0.0,0,0.0,36.3,28.0,64.3
20.11.2017,Montag,0,0,0,0,0,0,0,0,0,0,-2.9,21.275,24125.0,2.025,1.0,1.0,0.0,3.0,4.3,-0.2,-6.4,2.55,2.2,0.0,0.0,0.0,0.0,8.8,1.1,0,14.0,36.3,26.0,76.3
21.11.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,1.075,20.475,24050.0,2.8,1.0,1.0,0.0,5.9,1.5,3.4,-6.7,0.0,0.0,0.0,0.0,0.0,0.0,6.4,1.2,0,7.0,36.3,33.0,76.3
22.11.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,3.175,18.025,24150.0,2.375,1.0,1.0,0.0,3.0,1.8,6.6,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,4.0,36.3,31.0,71.3
23.11.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,3.2,17.05,24125.0,2.65,1.0,1.0,0.0,8.4,2.1,11.0,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.4,0,8.0,36.3,31.0,75.3
24.11.2017,Freitag,0,0,0,0,0,0,0,0,0,0,3.55,17.0,24075.0,1.975,1.0,1.0,0.0,5.0,2.8,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0,16.0,36.3,16.0,68.3
25.11.2017,Samstag,0,0,0,0,0,0,0,0,0,0,2.6,18.125,21100.0,5.55,14.75,1.0,0.0,12.9,2.9,8.8,-1.0,0.0,0.0,0.0,0.0,1.53,0.0,23.7,0.2,0,0.0,36.3,18.0,54.3
26.11.2017,Sonntag,0,0,0,0,0,0,Ewigkeitssonntag,1,1,1,-4.95,22.45,17500.0,4.825,1.0,1.0,0.0,15.8,6.9,6.3,-5.5,2.65,1.5,0.0,0.0,0.0,0.0,30.6,0.9,0,0.0,36.3,20.0,56.3
27.11.2017,Montag,0,0,0,0,0,0,0,0,0,0,-5.725,22.05,23800.0,2.15,1.0,1.0,0.0,3.5,7.4,-3.4,-8.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.5,0,8.0,36.3,20.0,64.3
28.11.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,-1.75,21.625,24075.0,2.525,1.0,1.0,0.0,7.4,1.7,1.3,-8.7,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0,8.0,36.3,26.0,70.3
29.11.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,-3.05,21.625,24025.0,2.875,1.0,1.0,0.0,8.9,3.7,2.2,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0,7.0,36.3,23.0,66.3
30.11.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,-6.275,26.925,17000.0,4.625,1.0,1.0,0.0,13.2,4.6,-0.9,-6.4,1.99,2.7,0.0,0.0,0.0,0.0,27.0,1.2,0,14.0,36.3,28.0,78.3
01.12.2017,Freitag,0,0,0,0,0,0,0,0,0,0,-8.3,25.375,24050.0,2.025,1.0,1.0,0.0,4.0,5.6,-5.3,-8.2,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.0,0,31.0,63.0,29.0,123.0
02.12.2017,Samstag,0,0,0,0,0,0,0,0,0,0,-8.6,25.575,24075.0,1.875,1.0,1.0,0.0,2.0,2.1,-5.3,-10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.1,0,0.0,63.0,19.0,82.0
03.12.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,-9.5,24.5,24125.0,1.85,1.0,1.0,0.0,4.2,1.1,-3.0,-11.4,0.0,0.0,0.0,0.0,0.0,0.0,8.2,1.0,0,0.0,63.0,17.0,80.0
04.12.2017,Montag,0,0,0,0,0,0,0,0,0,0,-5.4,26.625,17850.0,1.925,1.0,1.0,0.0,8.2,2.0,-5.5,-12.8,0.11,0.3,0.0,0.0,0.17,0.0,12.0,0.0,0,19.0,63.0,41.0,123.0
05.12.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,-3.3,29.175,24125.0,2.8,1.0,1.0,0.0,6.4,3.2,-1.6,-10.8,0.55,0.7,0.0,0.0,0.0,0.0,11.1,1.6,0,14.0,63.0,34.0,111.0
06.12.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,-1.575,27.2,24175.0,2.425,1.0,1.0,0.0,2.2,2.1,0.6,-5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.0,0,0.0,63.0,27.0,90.0
07.12.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,0.6,27.0,27043.25,1.9,1.0,1.0,0.0,3.1,1.1,4.2,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,23.0,63.0,44.0,130.0
08.12.2017,Freitag,0,0,0,0,0,0,Mariä Empfängnis,0,0,1,-0.975,28.325,19504.75,4.0,7.35,1.0,0.0,11.9,2.3,5.7,-4.2,0.0,0.0,0.0,1.0,0.63,0.8,23.8,0.4,0,29.0,63.0,13.0,105.0
09.12.2017,Samstag,0,0,0,0,0,0,0,0,0,0,-8.5,33.375,17298.5,4.475,1.3,1.0,0.0,14.8,6.0,2.9,-8.8,3.92,5.8,0.0,0.0,0.15,0.0,24.9,4.7,0,43.0,63.0,11.0,117.0
10.12.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,-6.4,32.475,30035.5,3.525,3.375,1.0,0.0,19.0,5.4,-6.6,-11.4,0.6,0.6,0.0,0.0,0.22,0.6,25.3,0.0,0,18.0,63.0,28.0,109.0
11.12.2017,Montag,0,0,0,0,0,0,0,0,0,0,2.325,35.45,27025.5,5.3,14.825,1.0,0.0,25.6,6.8,3.4,-12.4,2.28,6.0,1.0,0.0,3.77,0.0,31.1,0.0,0,26.0,63.0,47.0,136.0
12.12.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,-2.125,55.875,28279.5,5.45,8.675,1.0,0.0,17.6,8.3,4.7,-1.4,36.85,2.5,0.0,0.0,3.7,1.0,29.1,0.9,0,12.0,63.0,48.0,123.0
13.12.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,-5.875,55.55,29997.75,2.3,1.0,1.0,0.0,7.0,5.6,3.2,-9.1,8.93,7.5,0.0,0.0,0.0,0.0,11.3,1.4,0,32.0,63.0,28.0,123.0
14.12.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,-2.15,54.875,30028.25,3.95,4.225,1.0,0.0,18.3,3.6,0.6,-8.8,0.2,0.5,0.0,0.0,0.5,0.6,22.4,0.0,0,19.0,63.0,52.0,134.0
15.12.2017,Freitag,0,0,0,0,0,0,0,0,0,0,-3.05,63.325,30031.5,2.425,1.0,1.0,0.0,17.6,4.4,0.8,-4.4,4.08,4.4,0.0,0.0,0.24,0.0,18.1,1.3,0,35.0,63.0,68.0,166.0
16.12.2017,Samstag,0,0,0,0,0,0,0,0,0,0,-5.625,72.125,22483.5,3.025,1.0,1.0,0.0,13.3,2.7,0.1,-9.3,4.52,4.7,0.0,0.0,0.08,0.0,14.9,1.0,0,57.0,63.0,17.0,137.0
17.12.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,-6.95,74.825,14396.0,4.3,1.0,1.0,0.0,9.2,3.8,-4.4,-11.0,0.34,0.2,0.0,0.0,0.0,0.0,23.3,1.3,0,26.0,63.0,29.0,118.0
18.12.2017,Montag,0,0,0,0,0,0,0,0,0,0,-7.775,71.3,26901.0,1.775,1.0,1.0,0.0,5.2,4.2,-6.4,-12.3,0.05,0.0,0.0,0.0,0.06,0.0,6.8,0.0,0,61.0,63.0,42.0,166.0
19.12.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,-5.05,70.825,30042.25,2.2,1.0,1.0,0.0,4.7,2.1,-4.1,-12.7,0.48,0.5,0.0,0.0,0.0,0.0,11.8,0.0,0,29.0,63.0,26.0,118.0
20.12.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,-5.725,70.05,27570.5,2.45,1.925,1.0,0.0,5.6,2.4,-4.0,-10.1,0.0,0.0,0.0,0.0,0.22,0.0,10.2,1.1,0,23.0,63.0,35.0,121.0
21.12.2017,Donnerstag,0,0,0,0,0,0,"Winteranfang, Wintersonnenwende",1,1,1,-4.475,69.625,30012.0,2.075,2.5,1.0,0.0,6.5,2.3,-3.0,-9.8,0.24,0.0,0.0,0.0,0.13,0.2,8.8,0.0,0,50.0,63.0,29.0,142.0
22.12.2017,Freitag,0,0,0,0,0,0,0,0,0,0,-0.375,67.75,23531.0,3.0,2.025,1.0,0.0,7.5,2.8,1.3,-11.1,0.98,1.4,0.0,0.0,0.02,0.0,15.4,0.3,0,33.0,63.0,21.0,117.0
23.12.2017,Samstag,0,0,0,0,0,0,0,0,0,0,-1.125,65.95,29179.5,2.725,1.0,1.0,0.0,6.5,3.2,1.1,-5.7,0.99,1.5,0.0,0.0,0.0,0.0,10.4,0.0,0,67.0,63.0,18.0,148.0
24.12.2017,Sonntag,0,0,0,0,0,0,Heiliger Abend,1,1,1,-0.25,64.675,30031.5,2.45,1.0,1.0,0.0,2.5,1.9,2.2,-3.7,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0,52.0,63.0,14.0,129.0
25.12.2017,Montag,0,0,0,0,0,0,Weihnachten,1,1,1,2.55,63.3,30037.25,2.325,1.0,1.0,0.0,6.1,1.4,6.5,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0,24.0,63.0,14.0,101.0
26.12.2017,Dienstag,0,0,0,0,0,0,Stephanstag,1,1,1,1.625,64.7,29311.0,3.6,1.0,1.0,0.0,13.6,3.4,8.3,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,29.2,1.2,0,44.0,63.0,19.0,126.0
27.12.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,0.35,70.75,25629.5,4.975,6.725,1.0,0.0,17.3,7.9,1.7,-3.4,1.49,0.8,0.0,0.0,1.94,0.7,37.7,0.0,0,96.0,63.0,41.0,200.0
28.12.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,-5.975,83.575,17765.5,5.7,3.325,1.0,0.0,14.9,8.4,1.8,-6.9,11.62,10.6,0.0,0.0,0.33,0.5,35.9,0.4,0,69.0,63.0,42.0,174.0
29.12.2017,Freitag,0,0,0,0,0,0,0,0,0,0,-8.775,87.55,29985.75,2.525,1.0,1.0,0.0,9.7,8.3,-3.8,-11.0,0.92,0.8,0.0,0.0,0.0,0.0,14.2,2.1,0,68.0,63.0,30.0,161.0
30.12.2017,Samstag,0,0,0,0,0,0,0,0,0,0,-2.35,87.325,21702.75,2.375,8.9,1.0,0.0,5.0,2.9,-2.3,-14.9,3.93,5.1,0.0,0.0,1.38,1.1,4.7,0.0,0,99.0,63.0,21.0,183.0
31.12.2017,Sonntag,0,0,0,0,0,0,Silvester,1,1,1,2.45,86.225,30014.0,2.05,1.0,1.0,0.0,9.1,2.1,4.9,-9.7,9.63,12.6,0.0,0.0,0.0,0.0,12.3,1.4,0,55.0,63.0,14.0,132.0
01.01.2018,Montag,0,0,0,0,0,0,Neujahr,1,1,1,-0.9,20.4,30034.5,3.0,13.275,1.0,0.0,9.1,3.4,9.1,-4.0,0.0,0.0,0.0,0.0,1.04,2.0,16.4,1.9,0,17.0,70.0,11.0,98.0
02.01.2018,Dienstag,0,0,0,0,0,0,Berchtoldstag,0,0,0,-3.85,23.0,19629.25,2.825,5.85,1.0,0.0,13.6,3.6,2.6,-3.2,2.25,4.3,0.0,0.0,0.3,0.7,15.2,1.9,0,34.0,70.0,28.0,132.0
03.01.2018,Mittwoch,0,0,0,0,0,0,0,0,0,0,-1.6,25.1,25394.5,3.2,40.95,8.1,0.0,21.8,2.6,0.8,-8.1,8.08,15.6,0.0,0.0,3.95,6.1,17.1,0.0,0,32.0,70.0,56.0,158.0
04.01.2018,Donnerstag,0,0,0,0,0,0,0,0,0,0,-2.25,35.7,15451.0,2.15,44.225,1.0,0.0,13.1,3.8,5.3,-6.1,11.32,18.0,1.0,0.0,6.22,5.3,7.4,0.0,0,34.0,70.0,48.0,152.0
05.01.2018,Freitag,0,0,0,0,0,0,0,0,0,0,3.075,41.9,30029.5,2.275,1.0,1.0,0.0,11.3,2.7,5.7,-6.6,36.53,36.0,0.0,0.0,0.0,0.0,5.6,0.0,0,42.0,70.0,21.0,133.0
06.01.2018,Samstag,0,0,0,0,0,0,Heilige Drei Könige,0,0,1,3.125,38.0,25683.0,3.225,1.0,1.0,0.0,15.0,4.9,6.7,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,34.9,2.5,0,55.0,70.0,27.0,152.0
07.01.2018,Sonntag,0,0,0,0,0,0,0,0,0,0,3.4,37.4,30022.75,2.875,1.0,1.0,0.0,10.2,8.3,3.9,-0.6,0.28,0.2,0.0,0.0,0.29,0.3,23.4,0.0,0,17.0,70.0,49.0,136.0
08.01.2018,Montag,0,0,0,0,0,0,0,0,0,0,4.275,33.7,30021.25,2.7,1.0,1.0,0.0,10.9,5.5,3.5,-0.1,0.19,0.0,0.0,0.0,0.0,0.0,21.8,3.7,0,25.0,70.0,66.0,161.0
09.01.2018,Dienstag,0,0,0,0,0,0,0,0,0,0,2.575,31.3,30019.0,4.3,1.0,1.0,0.0,20.2,5.5,4.6,0.0,0.0,0.0,0.0,0.0,0.7,0.6,32.1,0.0,0,22.0,70.0,75.0,167.0
10.01.2018,Mittwoch,0,0,0,0,0,0,0,0,0,0,-0.7,76.8,30019.0,2.05,1.0,1.0,0.0,7.8,8.3,3.5,-0.4,16.58,8.8,0.0,0.0,0.0,0.0,12.1,0.8,0,23.0,70.0,49.0,142.0
11.01.2018,Donnerstag,0,0,0,0,0,0,0,0,0,0,-2.35,32.9,30035.75,2.525,1.0,1.0,0.0,4.6,2.5,0.7,-4.2,0.1,0.0,0.0,0.0,0.0,0.0,9.4,0.7,0,35.0,70.0,28.0,133.0
12.01.2018,Freitag,0,0,0,0,0,0,0,0,0,0,-2.85,32.4,30038.25,1.55,1.0,1.0,0.0,0.7,2.3,-1.3,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,0,34.0,70.0,30.0,134.0
13.01.2018,Samstag,0,0,0,0,0,0,0,0,0,0,-5.0,31.3,29995.5,1.825,1.0,1.0,0.0,1.9,1.0,-1.6,-8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0,39.0,70.0,17.0,126.0
14.01.2018,Sonntag,0,0,0,0,0,0,0,0,0,0,-3.825,30.2,29998.5,1.025,1.0,1.0,0.0,1.8,1.2,0.9,-10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0,17.0,70.0,24.0,111.0
15.01.2018,Montag,0,0,0,0,0,0,0,0,0,0,-4.65,29.9,30023.0,2.125,1.0,1.0,0.0,5.1,1.2,-0.1,-10.9,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0,18.0,70.0,35.0,123.0
