Datum,Wochentag,isFerienZH,Ferien Desc ZH,isFerienSG,Ferien Desc SG,isFerienGR,Ferien Desc GR,Feiertag Desc,isFeiertag ZH,isFeiertag SG,isFeiertag GR,t_2m_c_avg,snow_depth_cm_avg,visibility_m_avg,wind_speed_10m_ms_max,prob_precip_1h_p_avg,prob_tstorm_1h_p_avg,hail_idx_avg,wind_gusts_10m_ms_max,wind_speed_mean_10m_24h_ms_avg,t_max_2m_24h_c_max,t_min_2m_24h_c_min,precip_24h_mm_max,fresh_snow_24h_cm_max,is_sleet_1h_idx_max,is_fog_1h_idx_max,precip_1h_mm_sum,fresh_snow_1h_cm_sum,wind_speed_mean_10m_1h_ms_avg,weather_symbol_1h_idx_spe,number_of_events,Schalter,Tel,Mail,Total Anfragen
28.06.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,12.725,6.125,15550.0,1.725,30.125,24.55,0.0,8.5,2.8,20.0,11.0,6.41,0.0,0.0,0.0,5.11,0.0,17.3,1.4,0,30.0,29.0,30.0,89.0
29.06.2017,Donnerstag,0,0,0,0,0,0,Peter und Paul,0,0,1,10.55,6.95,15075.0,1.725,42.275,24.5,0.0,10.4,4.6,18.5,6.7,30.53,0.0,0.0,0.0,4.47,0.0,18.2,0.0,0,28.0,29.0,33.0,90.0
30.06.2017,Freitag,0,0,0,0,0,0,0,0,0,0,10.5,7.175,24075.0,1.975,5.85,51.125,0.0,5.3,2.8,16.0,5.3,19.2,0.0,0.0,0.0,1.62,0.0,8.5,2.9,0,19.0,29.0,25.0,73.0
01.07.2017,Samstag,0,0,0,0,1,Sommerferien,0,0,0,0,9.75,8.125,21225.0,2.525,1.0,1.0,0.0,9.1,2.4,14.6,4.9,0.05,0.0,0.0,0.0,0.0,0.0,18.9,2.8,0,22.0,45.4,24.0,91.4
02.07.2017,Sonntag,0,0,0,0,1,Sommerferien,0,0,0,0,10.425,8.775,24200.0,3.0,1.325,1.0,0.0,7.1,4.0,12.3,5.1,1.51,0.0,0.0,0.0,0.19,0.0,16.3,1.2,0,11.0,45.4,22.0,78.4
03.07.2017,Montag,0,0,0,0,1,Sommerferien,0,0,0,0,13.0,8.225,24150.0,3.6,1.0,1.0,0.0,8.4,4.1,11.0,5.2,0.72,0.0,0.0,0.0,0.0,0.0,16.7,2.9,0,41.0,45.4,30.0,116.4
04.07.2017,Dienstag,0,0,0,0,1,Sommerferien,0,0,0,0,14.55,9.325,24100.0,2.725,1.0,48.0,0.0,5.7,4.3,15.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,11.9,5.1,0,37.0,45.4,14.0,96.4
05.07.2017,Mittwoch,0,0,0,0,1,Sommerferien,0,0,0,0,17.2,10.5,24108.75,2.4,1.0,42.15,0.0,6.5,2.7,19.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.8,0,30.0,45.4,26.0,101.4
06.07.2017,Donnerstag,0,0,0,0,1,Sommerferien,0,0,0,0,18.475,9.5,24142.5,2.1,1.0,48.0,0.0,3.3,3.0,21.2,10.4,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0,37.0,45.4,24.0,106.4
07.07.2017,Freitag,0,0,0,0,1,Sommerferien,0,0,0,0,19.0,10.125,24108.75,2.025,1.0,52.425,0.0,6.6,2.0,22.8,12.4,0.0,0.0,0.0,0.0,0.0,0.0,12.9,3.7,0,54.0,45.4,16.0,115.4
08.07.2017,Samstag,0,0,0,0,1,Sommerferien,0,0,0,0,18.55,7.625,24100.0,1.725,12.4,48.0,0.0,6.6,2.9,22.6,14.1,1.76,0.0,0.0,0.0,2.83,0.0,6.3,0.0,0,65.0,45.4,21.0,131.4
09.07.2017,Sonntag,0,0,1,Sommerferien,1,Sommerferien,0,0,0,0,15.375,9.25,24150.0,2.975,18.7,19.3,0.0,7.6,2.3,23.2,14.3,11.34,0.0,0.0,0.0,0.74,0.0,13.5,1.5,0,24.0,45.4,28.0,97.4
10.07.2017,Montag,0,0,1,Sommerferien,1,Sommerferien,0,0,0,0,16.025,11.45,24200.0,1.725,24.075,41.65,0.0,5.0,2.7,18.7,12.8,2.52,0.0,0.0,0.0,6.78,0.0,15.7,0.0,0,62.0,45.4,37.0,144.4
11.07.2017,Dienstag,0,0,1,Sommerferien,1,Sommerferien,0,0,0,0,14.025,13.625,20100.0,2.6,1.525,24.5,0.0,6.5,3.3,20.6,10.6,14.55,0.0,0.0,0.0,0.01,0.0,13.6,0.0,0,54.0,45.4,34.0,133.4
12.07.2017,Mittwoch,0,0,1,Sommerferien,1,Sommerferien,0,0,0,0,15.425,13.425,24125.0,2.875,1.0,1.0,0.0,9.1,3.5,17.8,9.4,0.73,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0,48.0,45.4,22.0,115.4
13.07.2017,Donnerstag,0,0,1,Sommerferien,1,Sommerferien,0,0,0,0,14.925,14.5,24150.0,4.375,1.0,1.0,0.0,9.1,4.7,19.5,8.3,0.98,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0,30.0,45.4,34.0,109.4
14.07.2017,Freitag,0,0,1,Sommerferien,1,Sommerferien,0,0,0,0,13.35,13.875,24150.0,3.725,1.0,1.0,0.0,8.8,6.3,16.5,8.6,0.68,0.0,0.0,0.0,0.0,0.0,23.6,0.9,0,38.0,45.4,37.0,120.4
15.07.2017,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,12.05,16.75,24150.0,3.6,1.0,1.0,0.0,10.3,5.9,15.4,6.3,1.14,0.0,0.0,0.0,0.22,0.0,25.0,2.6,0,81.0,45.4,19.0,145.4
16.07.2017,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,12.125,16.425,24100.0,2.625,1.0,1.0,0.0,8.6,6.3,11.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,17.1,2.2,0,14.0,45.4,11.0,70.4
17.07.2017,Montag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,15.35,14.2,24050.0,3.025,1.0,1.0,0.0,8.9,4.2,16.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0,114.0,45.4,51.0,210.4
18.07.2017,Dienstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,17.925,14.575,24100.0,1.875,1.0,40.75,0.0,2.5,3.8,20.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.1,0,100.0,45.4,49.0,194.4
19.07.2017,Mittwoch,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,18.45,16.425,24092.5,1.775,4.65,33.675,0.0,6.8,2.4,21.6,12.4,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.9,0,107.0,45.4,39.0,191.4
20.07.2017,Donnerstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,15.475,15.3,24125.0,2.025,12.9,24.1,0.0,7.5,2.2,23.9,11.9,0.04,0.0,0.0,0.0,1.89,0.0,14.3,0.2,0,90.0,45.4,29.0,164.4
21.07.2017,Freitag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,16.375,15.95,24150.0,1.525,1.0,48.0,0.0,4.9,3.1,18.7,12.4,5.08,0.0,0.0,0.0,0.0,0.0,7.9,2.0,0,63.0,45.4,31.0,139.4
22.07.2017,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,16.5,16.0,19350.0,2.275,24.525,48.0,0.0,5.6,2.8,20.7,10.8,8.31,0.0,0.0,0.0,3.34,0.0,12.3,0.9,0,80.0,45.4,14.0,139.4
23.07.2017,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,14.3,16.175,20175.0,2.225,1.0,14.475,0.0,7.2,2.9,19.8,11.1,7.72,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0,25.0,45.4,24.0,94.4
24.07.2017,Montag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,9.125,17.525,16950.0,2.025,1.0,1.0,0.0,12.7,4.7,17.5,9.9,1.12,0.0,0.0,0.0,0.0,0.0,21.7,1.2,0,89.0,45.4,44.0,178.4
25.07.2017,Dienstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,9.425,20.175,24200.0,2.65,6.8,1.0,0.0,5.8,4.1,15.0,4.4,8.22,0.0,0.0,0.0,0.83,0.0,15.0,1.6,0,100.0,45.4,32.0,177.4
26.07.2017,Mittwoch,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,9.225,21.5,22550.0,2.25,3.3,1.0,0.0,5.2,3.5,10.7,4.5,6.27,0.0,0.0,0.0,0.43,0.0,14.1,0.9,0,92.0,45.4,49.0,186.4
27.07.2017,Donnerstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,11.8,19.55,24150.0,2.3,1.0,1.0,0.0,5.2,3.4,9.1,5.5,1.93,0.0,0.0,0.0,0.0,0.0,11.6,0.3,0,84.0,45.4,36.0,165.4
28.07.2017,Freitag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,13.85,17.375,24175.0,3.15,1.0,1.0,0.0,8.9,2.5,17.9,5.8,0.0,0.0,0.0,0.0,0.0,0.0,16.6,2.2,0,109.0,45.4,35.0,189.4
29.07.2017,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,17.125,17.775,24175.0,1.925,1.0,48.0,0.0,4.8,4.1,16.7,10.0,0.13,0.0,0.0,0.0,0.0,0.0,6.1,3.0,0,130.0,45.4,23.0,198.4
30.07.2017,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,17.725,17.225,24100.0,1.675,1.0,48.0,0.0,5.2,2.0,22.7,9.7,1.1,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0,50.0,45.4,20.0,115.4
31.07.2017,Montag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,18.1,18.125,24050.0,1.55,1.0,48.0,0.0,5.7,2.2,24.1,11.5,2.54,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0,147.0,45.4,48.0,240.4
01.08.2017,Dienstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,Nationalfeiertag,1,1,1,20.675,18.95,24150.0,2.55,1.0,28.5,0.0,12.0,3.3,24.6,11.8,0.05,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0,114.0,36.2,13.0,163.2
02.08.2017,Mittwoch,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,20.125,18.825,24150.0,1.425,1.0,18.875,0.0,5.9,5.2,25.0,14.7,0.62,0.0,0.0,0.0,0.0,0.0,10.5,2.4,0,109.0,36.2,38.0,183.2
03.08.2017,Donnerstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,20.875,18.05,24100.0,2.225,1.0,34.425,0.0,4.7,2.4,23.9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.1,0,111.0,36.2,31.0,178.2
04.08.2017,Freitag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,18.9,16.875,24150.0,2.825,1.0,24.5,0.0,8.7,2.7,25.8,16.7,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0,123.0,36.2,22.0,181.2
05.08.2017,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,19.125,13.5,24100.0,3.1,1.0,21.175,0.0,8.4,4.0,23.4,14.3,2.24,0.0,0.0,0.0,0.0,0.0,15.6,2.9,0,123.0,36.2,13.0,172.2
06.08.2017,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,12.8,17.45,20150.0,3.9,21.525,1.0,0.0,9.0,4.7,21.7,11.2,0.39,0.0,0.0,0.0,2.57,0.0,24.4,0.6,0,24.0,36.2,20.0,80.2
07.08.2017,Montag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,14.625,17.625,24125.0,2.125,1.0,23.35,0.0,4.5,5.7,15.4,8.7,7.34,0.0,0.0,0.0,0.0,0.0,9.0,3.5,0,83.0,36.2,42.0,161.2
08.08.2017,Dienstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,14.725,19.8,24200.0,1.775,14.3,22.75,0.0,10.7,2.6,22.4,7.9,0.0,0.0,0.0,0.0,12.94,0.0,17.8,0.9,0,102.0,36.2,38.0,176.2
09.08.2017,Mittwoch,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,13.4,19.625,18625.0,2.25,24.525,6.3,0.0,7.1,4.4,20.9,8.5,36.26,0.0,0.0,1.0,10.8,0.0,16.7,2.0,0,77.0,36.2,41.0,154.2
10.08.2017,Donnerstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,10.425,18.7,24200.0,4.275,1.0,3.675,0.0,11.2,3.8,20.0,8.4,14.15,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0,43.0,36.2,25.0,104.2
11.08.2017,Freitag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,7.075,20.975,24175.0,3.95,2.825,1.0,0.0,10.4,7.0,14.2,5.5,3.41,0.0,0.0,0.0,0.67,0.0,29.6,0.8,0,39.0,36.2,26.0,101.2
12.08.2017,Samstag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,9.575,21.575,22200.0,2.775,7.65,1.0,0.0,8.5,7.0,7.3,4.3,20.55,0.0,0.0,0.0,1.51,0.0,25.1,3.4,0,67.0,36.2,12.0,115.2
13.08.2017,Sonntag,1,Sommerferien,1,Sommerferien,1,Sommerferien,0,0,0,0,13.05,18.625,24075.0,2.575,1.0,1.0,0.0,6.1,5.3,12.9,3.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.3,0,15.0,36.2,14.0,65.2
14.08.2017,Montag,1,Sommerferien,0,0,1,Sommerferien,0,0,0,0,15.725,11.375,24125.0,1.7,1.0,31.075,0.0,5.1,3.0,17.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,9.1,2.3,0,70.0,36.2,41.0,147.2
15.08.2017,Dienstag,1,Sommerferien,0,0,1,Sommerferien,Mariä Himmelfahrt,0,0,1,17.075,6.0,24158.75,2.1,1.0,40.1,0.0,3.8,2.4,19.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,9.6,2.0,0,62.0,36.2,26.0,124.2
16.08.2017,Mittwoch,1,Sommerferien,0,0,1,Sommerferien,0,0,0,0,15.575,4.5,24050.0,1.875,1.0,10.825,0.0,5.8,2.3,22.6,9.5,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0,58.0,36.2,31.0,125.2
17.08.2017,Donnerstag,1,Sommerferien,0,0,1,Sommerferien,0,0,0,0,17.225,5.3,24100.0,2.875,1.0,1.0,0.0,6.2,2.5,19.1,11.0,0.88,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0,58.0,36.2,22.0,116.2
18.08.2017,Freitag,1,Sommerferien,0,0,1,Sommerferien,0,0,0,0,18.725,3.375,22708.75,2.175,1.0,35.575,0.0,5.5,2.7,20.7,11.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.7,0,41.0,36.2,40.0,117.2
19.08.2017,Samstag,1,Sommerferien,0,0,1,Sommerferien,0,0,0,0,12.55,4.7,24200.0,4.275,12.75,1.0,0.0,11.0,3.7,23.3,9.9,9.68,0.0,0.0,0.0,5.19,0.0,23.1,0.0,0,56.0,36.2,12.0,104.2
20.08.2017,Sonntag,1,Sommerferien,0,0,1,Sommerferien,0,0,0,0,10.65,7.375,24025.0,3.375,1.0,1.0,0.0,9.3,7.0,14.3,7.2,9.4,0.0,0.0,0.0,0.0,0.0,26.2,2.7,0,12.0,36.2,12.0,60.2
21.08.2017,Montag,0,0,0,0,0,0,0,0,0,0,9.325,6.3,24050.0,2.975,1.0,1.0,0.0,8.5,6.1,12.6,5.3,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0,41.0,36.2,29.0,106.2
22.08.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,13.85,6.375,24083.75,2.125,1.0,1.0,0.0,7.0,3.7,14.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2.7,0,35.0,36.2,17.0,88.2
23.08.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,14.95,4.375,24108.75,1.275,1.0,48.0,0.0,4.4,2.9,17.9,8.3,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.1,0,34.0,36.2,25.0,95.2
24.08.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,16.375,5.125,22875.0,2.575,1.0,44.25,0.0,9.6,2.2,20.7,9.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,0,23.0,36.2,18.0,77.2
25.08.2017,Freitag,0,0,0,0,0,0,0,0,0,0,17.9,5.375,24100.0,1.425,1.0,39.775,0.0,1.7,2.4,23.0,11.1,0.12,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0,38.0,36.2,16.0,90.2
26.08.2017,Samstag,0,0,0,0,0,0,0,0,0,0,18.0,2.625,24100.0,2.025,1.0,55.675,0.0,8.7,1.8,22.9,11.5,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.1,0,39.0,36.2,16.0,91.2
27.08.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,15.7,1.325,24133.75,1.55,1.0,16.7,0.0,7.3,1.9,22.8,13.1,5.58,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0,0.0,36.2,0.0,36.2
28.08.2017,Montag,0,0,0,0,0,0,0,0,0,0,16.875,4.5,24125.0,1.85,1.0,31.25,0.0,6.4,2.0,23.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,10.3,1.1,0,45.0,36.2,21.0,102.2
29.08.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,17.225,1.875,24175.0,1.525,1.0,1.0,0.0,3.1,2.7,21.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.8,0,27.0,36.2,21.0,84.2
30.08.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,19.0,7.125,24125.0,1.6,1.0,24.5,0.0,3.5,1.8,22.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,1.2,0,18.0,36.2,20.0,74.2
31.08.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,15.375,6.7,21550.0,3.2,27.725,2.7,0.0,11.0,2.6,23.0,12.6,0.1,0.0,0.0,0.0,4.69,0.0,26.6,0.0,0,20.0,36.2,13.0,69.2
01.09.2017,Freitag,0,0,0,0,0,0,0,0,0,0,8.7,8.625,24200.0,3.3,32.0,1.0,0.0,9.0,5.8,20.0,6.5,24.15,0.0,0.0,0.0,11.6,0.0,20.5,0.0,0,11.0,24.2,15.0,50.2
02.09.2017,Samstag,0,0,0,0,0,0,0,0,0,0,5.7,7.3,13325.0,3.625,26.95,1.0,0.0,13.3,5.7,11.5,4.8,56.06,0.0,1.0,0.0,1.77,0.0,25.6,0.0,0,15.0,24.2,9.0,48.2
03.09.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,6.875,4.425,22125.0,2.875,3.9,1.0,0.0,9.4,7.3,5.9,1.2,15.32,0.0,1.0,0.0,0.45,0.0,19.9,2.8,0,0.0,24.2,20.0,44.2
04.09.2017,Montag,0,0,0,0,0,0,0,0,0,0,9.125,4.575,24025.0,1.475,1.6,1.0,0.0,3.8,4.2,10.8,0.7,0.0,0.0,0.0,0.0,0.16,0.0,9.9,4.8,0,37.0,24.2,30.0,91.2
05.09.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,12.275,3.7,24075.0,2.05,1.625,1.0,0.0,5.8,2.9,14.8,1.4,1.27,0.0,0.0,0.0,0.09,0.0,13.7,0.0,0,18.0,24.2,26.0,68.2
06.09.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,12.65,6.175,24200.0,2.425,1.0,1.0,0.0,8.3,2.9,16.1,7.0,0.45,0.0,0.0,0.0,0.0,0.0,15.3,1.0,0,19.0,24.2,24.0,67.2
07.09.2017,Donnerstag,0,0,0,0,0,0,Genfer Bettag *,0,0,0,9.725,7.7,24200.0,4.7,1.0,1.0,0.0,8.5,4.3,15.1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0,19.0,24.2,22.0,65.2
08.09.2017,Freitag,0,0,0,0,0,0,0,0,0,0,11.175,6.875,24150.0,2.0,1.0,1.0,0.0,5.0,5.4,11.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,9.7,4.8,0,22.0,24.2,26.0,72.2
09.09.2017,Samstag,0,0,0,0,0,0,0,0,0,0,10.9,5.475,19850.0,2.45,31.025,1.0,0.0,10.6,3.0,17.5,4.2,0.0,0.0,0.0,0.0,3.35,0.0,18.6,0.0,0,20.0,24.2,14.0,58.2
10.09.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,4.925,3.95,15875.0,1.85,38.7,1.0,0.0,7.3,4.8,12.4,2.3,25.33,0.0,1.0,0.0,4.36,0.0,11.6,0.7,0,0.0,24.2,13.0,37.2
11.09.2017,Montag,0,0,0,0,0,0,Knabenschiessen *,1,0,0,8.6,6.375,24125.0,2.9,1.0,1.0,0.0,11.8,2.5,9.8,1.0,19.64,0.0,0.0,0.0,0.0,0.0,18.3,0.0,0,21.0,24.2,24.0,69.2
12.09.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,7.625,4.95,20200.0,3.275,13.3,1.0,0.0,8.9,5.3,13.7,3.4,0.0,0.0,0.0,0.0,0.89,0.0,20.6,1.7,0,19.0,24.2,27.0,70.2
13.09.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,9.125,4.225,24150.0,1.8,1.0,1.0,0.0,6.2,4.1,9.1,2.7,1.63,0.0,0.0,0.0,0.0,0.0,10.3,3.6,0,13.0,24.2,20.0,57.2
14.09.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,8.575,4.95,24200.0,3.0,1.0,1.0,0.0,8.3,3.3,17.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0,16.0,24.2,21.0,61.2
15.09.2017,Freitag,0,0,0,0,0,0,0,0,0,0,4.775,4.825,24100.0,1.75,1.0,1.0,0.0,5.6,5.1,14.8,0.3,9.12,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0,19.0,24.2,19.0,62.2
16.09.2017,Samstag,0,0,0,0,0,0,0,0,0,0,5.125,4.975,22200.0,2.05,20.325,1.0,0.0,5.5,2.4,11.9,-0.7,4.8,0.0,1.0,0.0,3.35,0.0,14.5,1.2,0,17.0,24.2,10.0,51.2
17.09.2017,Sonntag,0,0,0,0,0,0,"Eidg. Dank-, Buss- und Bettag",1,1,1,5.875,7.95,24100.0,1.85,1.0,6.125,0.0,6.6,3.4,8.6,1.8,12.44,0.0,1.0,0.0,0.88,0.0,11.6,0.8,0,0.0,24.2,12.0,36.2
18.09.2017,Montag,0,0,0,0,0,0,0,0,0,0,5.35,5.425,24050.0,2.3,1.0,1.0,0.0,9.7,2.2,8.2,1.9,3.46,0.0,0.0,0.0,0.0,0.0,18.2,0.5,0,14.0,24.2,25.0,63.2
19.09.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,4.525,5.775,22650.0,3.9,1.0,1.0,0.0,11.6,5.1,7.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,32.9,0.0,0,16.0,24.2,30.0,70.2
20.09.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,4.65,6.175,23850.0,3.3,2.95,1.0,0.0,9.7,7.9,4.3,0.2,2.34,0.0,0.0,0.0,0.42,0.0,25.0,0.0,0,17.0,24.2,26.0,67.2
21.09.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,5.25,8.95,24158.75,1.55,1.0,1.0,0.0,4.6,5.2,6.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.6,1.4,0,24.0,24.2,32.0,80.2
22.09.2017,Freitag,0,0,0,0,0,0,Herbstanfang,1,1,1,8.1,2.175,24100.0,1.325,1.0,1.0,0.0,4.9,1.9,12.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0,18.0,24.2,17.0,59.2
23.09.2017,Samstag,0,0,0,0,0,0,0,0,0,0,8.9,0.3,24150.0,2.1,1.0,2.65,0.0,5.7,2.2,14.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,10.6,1.4,0,19.0,24.2,19.0,62.2
24.09.2017,Sonntag,0,0,0,0,0,0,0,0,0,0,8.875,1.125,23000.0,2.025,1.0,1.0,0.0,7.3,2.2,14.3,3.9,2.0,0.0,0.0,0.0,1.06,0.0,15.3,2.6,0,0.0,24.2,16.0,40.2
25.09.2017,Montag,0,0,0,0,0,0,0,0,0,0,8.9,1.575,24200.0,1.325,1.0,1.0,0.0,3.8,3.7,10.7,4.8,5.94,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0,41.0,24.2,17.0,82.2
26.09.2017,Dienstag,0,0,0,0,0,0,0,0,0,0,9.9,0.5,24150.0,2.075,1.0,1.0,0.0,6.9,1.4,13.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0,15.0,24.2,33.0,72.2
27.09.2017,Mittwoch,0,0,0,0,0,0,0,0,0,0,10.7,1.875,24175.0,0.7,1.0,1.0,0.0,2.0,2.2,13.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,6.4,1.8,0,12.0,24.2,22.0,58.2
28.09.2017,Donnerstag,0,0,0,0,0,0,0,0,0,0,10.2,1.825,24100.0,1.125,1.0,1.0,0.0,5.1,1.4,14.3,5.7,0.07,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0,14.0,24.2,26.0,64.2
29.09.2017,Freitag,0,0,0,0,0,0,0,0,0,0,9.875,1.05,24150.0,0.95,1.0,1.0,0.0,3.9,2.0,15.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0,22.0,24.2,17.0,63.2
30.09.2017,Samstag,0,0,0,0,0,0,0,0,0,0,11.475,1.0,24175.0,1.475,1.0,22.05,0.0,5.2,1.2,12.5,7.0,0.5,0.0,0.0,0.0,0.04,0.0,7.3,2.3,0,26.0,24.2,15.0,65.2
01.10.2017,Sonntag,0,0,1,Herbstferien,0,0,0,0,0,0,9.275,1.575,21125.0,2.0,7.85,1.0,0.0,6.9,1.8,17.1,5.8,1.19,0.0,0.0,0.0,0.75,0.0,9.2,1.1,0,5.0,31.0,22.0,58.0
02.10.2017,Montag,0,0,1,Herbstferien,0,0,0,0,0,0,10.45,3.425,24150.0,0.85,1.0,1.0,0.0,2.2,2.4,11.5,4.8,1.88,0.0,0.0,0.0,0.0,0.0,6.3,1.7,0,55.0,31.0,32.0,118.0
03.10.2017,Dienstag,0,0,1,Herbstferien,0,0,0,0,0,0,9.625,2.125,23625.0,2.025,1.0,1.0,0.0,7.0,1.7,16.2,4.3,0.28,0.0,0.0,0.0,0.0,0.0,12.1,0.9,0,42.0,31.0,30.0,103.0
04.10.2017,Mittwoch,0,0,1,Herbstferien,0,0,0,0,0,0,7.1,2.0,24125.0,1.375,1.0,1.0,0.0,4.7,3.0,12.0,3.2,5.73,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0,34.0,31.0,23.0,88.0
05.10.2017,Donnerstag,0,0,1,Herbstferien,0,0,0,0,0,0,8.95,2.0,24117.5,1.475,1.0,1.0,0.0,11.7,2.1,14.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0,47.0,31.0,27.0,105.0
